"전라남도","치킨전문점",933,2071,132355,116119,76016,8924,5305,25874,8222
"전라남도","김밥, 기타 간이음식점 및 포장 판매점",468,1167,68749,59007,36866,7420,3641,11080,7169
"전라남도","생맥주 및 기타 주점업",404,758,43269,37445,20600,5345,3407,8094,4741
"전라남도","커피 및 기타 비알코올 음료점업",662,2169,113334,95180,44192,19713,8904,22372,18702
"전라남도","자동차 전문 수리업",240,1128,116817,104361,52104,28453,1663,22141,25326
"전라남도","두발 미용업",80,217,8407,7871,2231,2129,1056,2455,2059
"전라남도","가정용 세탁업",103,148,7264,6040,1591,260,588,3601,228
"전라남도","기타 프랜차이즈",804,2228,290423,269959,199812,27286,9363,33498,25216
"경상북도","합계",11159,32403,3044161,2844153,1847850,338783,132501,525019,306004
"경상북도","체인화 편의점",2191,8169,993246,989548,707809,68358,20847,192534,57634
"경상북도","문구용품 및 회화용품 소매업",73,194,27285,25381,20585,1984,873,1939,1836
"경상북도","의약품 및 의료용품 소매업",152,440,153704,136971,116507,8419,2305,9741,7858
"경상북도","안경 및 렌즈 소매업",123,323,38661,34521,18071,6590,3909,5950,6051
"경상북도","한식 음식점업",1642,4697,342299,319039,173917,55116,22255,67751,49760
"경상북도","외국식 음식점업",295,1045,77390,73205,35509,17701,5322,14673,17245
"경상북도","제과점업",351,1354,139791,130530,84410,16491,8501,21128,15978
"경상북도","피자, 햄버거, 샌드위치 및 유사 음식점업",649,2144,166897,151296,85119,22306,8991,34881,20825
"경상북도","치킨전문점",1604,3101,207663,179289,122321,12078,8619,36272,10490
"경상북도","김밥, 기타 간이음식점 및 포장 판매점",718,1756,100913,85718,51264,12344,6958,15151,11643
"경상북도","생맥주 및 기타 주점업",598,1101,59365,52322,26962,6580,6162,12618,5848
"경상북도","커피 및 기타 비알코올 음료점업",958,2821,148172,130108,57895,30630,12889,28693,26589
"경상북도","자동차 전문 수리업",355,1460,153842,136903,71662,37494,2629,25118,35531
"경상북도","두발 미용업",51,192,9512,8873,2588,2045,737,3502,1892
"경상북도","가정용 세탁업",202,245,10520,7711,3567,130,1080,2935,130
"경상북도","기타 프랜차이즈",1197,3361,414901,382739,269665,40515,20424,52135,36693
"경상남도","합계",15908,46538,4212435,3953244,2502192,457810,219378,773864,419585
"경상남도","체인화 편의점",3084,10779,1289673,1284898,917710,84141,42794,240253,72280
"경상남도","문구용품 및 회화용품 소매업",132,385,62454,57663,43542,4771,3022,6329,4484
"경상남도","의약품 및 의료용품 소매업",209,697,225289,205587,173660,14018,3686,14223,11749
"경상남도","안경 및 렌즈 소매업",209,532,61288,54697,29073,9755,6343,9526,9132
"경상남도","한식 음식점업",2303,6532,461761,433112,227322,68552,34155,103082,64914
"경상남도","외국식 음식점업",433,1602,108362,102691,50500,20833,7032,24325,19431
"경상남도","제과점업",486,1898,172738,163117,106277,17832,10924,28083,17585
"경상남도","피자, 햄버거, 샌드위치 및 유사 음식점업",933,3132,213042,196985,111296,29605,11306,44778,28366
"경상남도","치킨전문점",2333,4901,386303,343464,222432,19286,18896,82850,17199
"경상남도","김밥, 기타 간이음식점 및 포장 판매점",1018,2661,156316,137110,78948,20737,11162,26263,19505
"경상남도","생맥주 및 기타 주점업",843,1810,89835,80232,41511,12146,7438,19137,11590
"경상남도","커피 및 기타 비알코올 음료점업",1415,4083,197505,174747,78219,35513,18786,42229,32516
"경상남도","자동차 전문 수리업",412,1617,198847,176679,99828,43487,4025,29338,40095
"경상남도","두발 미용업",130,540,26600,23464,5412,5766,3234,9052,4793
"경상남도","가정용 세탁업",280,427,19075,14884,7087,2508,1461,3829,2081
"경상남도","기타 프랜차이즈",1688,4942,543347,503913,309375,68860,35112,90566,63865
"제주특별자치도","합계",3737,12716,1185935,1128232,705508,147678,57206,217840,135452
"제주특별자치도","체인화 편의점",1183,4411,491558,491380,341138,39734,10153,100354,35450
"제주특별자치도","문구용품 및 회화용품 소매업",21,60,7812,6832,5070,510,330,922,414
"제주특별자치도","의약품 및 의료용품 소매업",57,160,44540,40040,32313,3500,979,3248,3456
"제주특별자치도","안경 및 렌즈 소매업",54,154,21652,19527,9710,3980,2572,3266,3819
"제주특별자치도","한식 음식점업",384,1109,78002,72724,36992,13661,5322,16749,12850
"제주특별자치도","외국식 음식점업",76,480,36219,34932,16432,6872,3107,8520,6569
"제주특별자치도","제과점업",113,528,45661,43413,26269,7075,3051,7018,6595
"제주특별자치도","피자, 햄버거, 샌드위치 및 유사 음식점업",178,717,50867,46076,26320,8692,2433,8631,8623
"제주특별자치도","치킨전문점",389,889,81738,70386,43224,7290,4185,15687,6644
"제주특별자치도","김밥, 기타 간이음식점 및 포장 판매점",214,612,38140,33901,19934,5653,2699,5615,5090
"제주특별자치도","생맥주 및 기타 주점업",189,452,25943,22060,10936,4046,2226,4851,3808
"제주특별자치도","커피 및 기타 비알코올 음료점업",250,855,42900,36703,15557,9101,3949,8096,8796
"제주특별자치도","자동차 전문 수리업",73,399,45379,40349,21105,11160,973,7112,9685
"제주특별자치도","두발 미용업",34,116,6273,5269,593,2748,675,1253,2621
"제주특별자치도","가정용 세탁업",76,91,3830,2896,1150,219,647,880,142
"제주특별자치도","기타 프랜차이즈",446,1683,165421,161744,98764,23436,13905,25639,20890
